DT,CUST_ID,PROD_ID,PROD_AGE,PROD_TYPE,PRICE,QUANTITY,REVENUE
11-08-2005,R004UK,LIAU017,0,Seeds,0.47,10,4.68
11-08-2005,R001UK,CHMI015,0,Seeds,0.45,10,4.51
11-08-2005,R005IE,NARI005,21-100,Plants,420.07,1,420.07
12-08-2005,W007GE,HOBE016,0,Seeds,0.46,260,119.46
12-08-2005,W010AU,SAMI008,0,Seeds,0.37,1260,470.25
12-08-2005,W004NL,SERE013,1-2,Plants,6.91,12,82.89
12-08-2005,W004NL,TRTA018,21-100,Plants,616.90,3,1850.71
12-08-2005,W013NO,SAMI008,3-5,Plants,30.23,14,423.22
15-08-2005,R005IE,TRTA018,21-100,Plants,616.90,1,616.90
15-08-2005,R002UK,TRTA018,3-5,Plants,38.56,1,38.56
16-08-2005,W003IT,RORE020,0,Seeds,0.49,540,265.30
16-08-2005,W016PT,HOBE016,11-20,Plants,287.17,17,4881.97
16-08-2005,W003IT,RORE020,3-5,Plants,39.79,51,2029.52
16-08-2005,W003IT,WAFI003,21-100,Plants,360.39,11,3964.28
16-08-2005,R005IE,CONU019,11-20,Plants,302.37,1,302.37
17-08-2005,W005ES,TRTA018,0,Seeds,0.48,990,471.25
17-08-2005,W002UK,LIAU017,6-10,Plants,119.79,1,119.79
17-08-2005,W002UK,CHMI015,0,Seeds,0.45,210,94.64
17-08-2005,W014FI,CHEL014,3-5,Plants,35.76,25,893.91
18-08-2005,W004NL,TRFO004,0,Seeds,0.30,80,24.25
18-08-2005,R005IE,CYRE010,1-2,Plants,6.38,3,19.15
19-08-2005,W003IT,SYRO011,0,Seeds,0.41,510,209.42
19-08-2005,R001UK,YUEL002,0,Seeds,0.25,20,4.92
19-08-2005,W001UK,HOBE016,1-2,Plants,7.35,22,161.74
22-08-2005,W004NL,WAFI003,11-20,Plants,173.80,5,868.99
22-08-2005,R005IE,PHRO012,0,Seeds,0.42,40,16.86
23-08-2005,W013NO,ARCA006,0,Seeds,0.34,40,13.69
23-08-2005,W002UK,CHHU007,1-2,Plants,5.74,12,68.84
24-08-2005,R003SE,SAMI008,0,Seeds,0.37,40,14.93
24-08-2005,W004NL,CHEL014,11-20,Plants,275.90,1,275.90
25-08-2005,W001UK,RORE020,11-20,Plants,307.06,16,4912.91
25-08-2005,R003SE,HOBE016,3-5,Plants,37.22,3,111.65
25-08-2005,W004NL,RORE020,0,Seeds,0.49,40,19.65
25-08-2005,W014FI,NARI005,0,Seeds,0.32,210,68.07
25-08-2005,W006PL,HOBE016,0,Seeds,0.46,170,78.11
26-08-2005,W004NL,NARI005,0,Seeds,0.32,370,119.93
26-08-2005,R003SE,SYRO011,6-10,Plants,105.12,1,105.12
26-08-2005,W003IT,MUAC021,1-2,Plants,7.98,98,781.70
28-08-2005,W004NL,TRFO004,6-10,Plants,77.60,2,155.21
29-08-2005,W003IT,ARCA006,21-100,Plants,443.69,20,8873.81
29-08-2005,W002UK,SAMI008,1-2,Plants,5.97,48,286.63
30-08-2005,W004NL,YUEL002,0,Seeds,0.25,170,41.86
30-08-2005,W011NL,YUEL002,3-5,Plants,19.94,19,378.95
30-08-2005,R005IE,SYRO011,0,Seeds,0.41,10,4.11
30-08-2005,W006PL,SAMI008,11-20,Plants,233.26,3,699.77
30-08-2005,R002UK,YUEL002,11-20,Plants,153.89,1,153.89
30-08-2005,W002UK,TRTA018,0,Seeds,0.48,190,90.44
31-08-2005,R005IE,TRFO004,0,Seeds,0.30,20,6.06
31-08-2005,W006PL,TRTA018,0,Seeds,0.48,140,66.64
01-09-2005,W009PL,LIAU017,0,Seeds,0.47,1310,612.97
01-09-2005,R004UK,WAFI003,6-10,Plants,71.19,1,71.19
01-09-2005,W003IT,WAFI003,0,Seeds,0.28,1430,397.65
02-09-2005,W004NL,SYRO011,1-2,Plants,6.57,44,289.08
02-09-2005,R001UK,SYRO011,0,Seeds,0.41,10,4.11
02-09-2005,R004UK,MUBA009,6-10,Plants,98.98,1,98.98
02-09-2005,W014FI,WAFI003,0,Seeds,0.28,140,38.93
02-09-2005,R002UK,WAFI003,0,Seeds,0.28,10,2.78
02-09-2005,W012UK,CHMI015,0,Seeds,0.45,470,211.81
03-09-2005,R003SE,WAFI003,3-5,Plants,22.52,1,22.52
05-09-2005,R002UK,CONU019,0,Seeds,0.48,30,14.51
06-09-2005,R002UK,PHRO012,0,Seeds,0.42,20,8.43
06-09-2005,R002UK,CONU019,0,Seeds,0.48,30,14.51
06-09-2005,W005ES,SYRO011,6-10,Plants,105.12,8,840.96
07-09-2005,W006PL,LIAU017,6-10,Plants,119.79,4,479.14
07-09-2005,R005IE,YUEL002,6-10,Plants,63.03,1,63.03
09-09-2005,W012UK,HOBE016,1-2,Plants,7.35,19,139.68
09-09-2005,W002UK,RORE020,6-10,Plants,125.77,5,628.85
09-09-2005,W003IT,ARCA006,0,Seeds,0.34,1120,383.44
12-09-2005,R004UK,LIAU017,3-5,Plants,37.90,1,37.90
13-09-2005,W008US,CHHU007,11-20,Plants,224.10,5,1120.49
14-09-2005,W004NL,RHHY001,11-20,Plants,125.00,4,500.00
15-09-2005,W007GE,YUEL002,0,Seeds,0.25,330,81.26
15-09-2005,R004UK,RHHY001,0,Seeds,0.20,10,2.00
15-09-2005,W005ES,MUAC021,0,Seeds,0.50,150,74.78
15-09-2005,W008US,SYRO011,0,Seeds,0.41,260,106.76
16-09-2005,W001UK,HOBE016,11-20,Plants,287.17,2,574.35
16-09-2005,R004UK,TRFO004,11-20,Plants,189.46,1,189.46
16-09-2005,R002UK,MUAC021,21-100,Plants,646.10,1,646.10
16-09-2005,R005IE,LIAU017,1-2,Plants,7.49,3,22.46
17-09-2005,W002UK,NARI005,0,Seeds,0.32,20,6.48
17-09-2005,W004NL,NARI005,1-2,Plants,5.19,49,254.12
18-09-2005,W009PL,MUBA009,21-100,Plants,501.08,7,3507.57
19-09-2005,R003SE,CHHU007,0,Seeds,0.36,10,3.59
19-09-2005,W002UK,TRTA018,11-20,Plants,297.50,7,2082.52
19-09-2005,R002UK,MUAC021,0,Seeds,0.50,10,4.99
19-09-2005,R005IE,ARCA006,0,Seeds,0.34,10,3.42
19-09-2005,R002UK,LIAU017,21-100,Plants,606.41,1,606.41
19-09-2005,R003SE,CHMI015,3-5,Plants,36.50,2,73.01
19-09-2005,R002UK,PHRO012,0,Seeds,0.42,20,8.43
19-09-2005,R004UK,SERE013,0,Seeds,0.43,20,8.63
19-09-2005,W012UK,CHEL014,0,Seeds,0.44,270,119.19
19-09-2005,W003IT,WAFI003,0,Seeds,0.28,1230,342.04
20-09-2005,W001UK,TRTA018,0,Seeds,0.48,180,85.68
20-09-2005,R003SE,CHMI015,11-20,Plants,281.67,1,281.67
21-09-2005,R002UK,MUAC021,0,Seeds,0.50,10,4.99
22-09-2005,R002UK,LIAU017,0,Seeds,0.47,10,4.68
22-09-2005,W003IT,WAFI003,0,Seeds,0.28,650,180.75
22-09-2005,R003SE,SERE013,11-20,Plants,269.83,1,269.83
22-09-2005,W014FI,RHHY001,11-20,Plants,125.00,3,375.00
23-09-2005,R001UK,PHRO012,3-5,Plants,34.14,1,34.14
24-09-2005,W013NO,HOBE016,3-5,Plants,37.22,4,148.87
26-09-2005,R002UK,SYRO011,6-10,Plants,105.12,2,210.24
26-09-2005,R004UK,RHHY001,0,Seeds,0.20,10,2.00
27-09-2005,R003SE,TRTA018,6-10,Plants,121.86,1,121.86
27-09-2005,W001UK,ARCA006,3-5,Plants,27.73,2,55.46
27-09-2005,W006PL,WAFI003,3-5,Plants,22.52,7,157.67
27-09-2005,W009PL,RORE020,11-20,Plants,307.06,11,3377.63
28-09-2005,R002UK,MUBA009,3-5,Plants,31.32,2,62.64
29-09-2005,W006PL,TRTA018,0,Seeds,0.48,130,61.88
29-09-2005,R004UK,LIAU017,0,Seeds,0.47,10,4.68
30-09-2005,W004NL,LOMA022,11-20,Plants,315.96,1,315.96
30-09-2005,R002UK,RHHY001,1-2,Plants,3.20,2,6.40
03-10-2005,R003SE,SYRO011,11-20,Plants,256.64,1,256.64
03-10-2005,R002UK,CHMI015,21-100,Plants,584.07,1,584.07
03-10-2005,W010AU,RORE020,0,Seeds,0.49,340,167.04
03-10-2005,W002UK,RORE020,11-20,Plants,307.06,1,307.06
03-10-2005,R005IE,SERE013,3-5,Plants,34.97,2,69.94
03-10-2005,W008US,ARCA006,0,Seeds,0.34,2250,770.30
03-10-2005,R005IE,MUAC021,0,Seeds,0.50,30,14.96
04-10-2005,R001UK,SYRO011,0,Seeds,0.41,10,4.11
04-10-2005,W009PL,WAFI003,0,Seeds,0.28,440,122.35
04-10-2005,W003IT,PHRO012,1-2,Plants,6.74,210,1416.20
04-10-2005,W006PL,SAMI008,0,Seeds,0.37,300,111.96
04-10-2005,W013NO,YUEL002,6-10,Plants,63.03,8,504.28
05-10-2005,W004NL,NARI005,1-2,Plants,5.19,7,36.30
05-10-2005,W013NO,SAMI008,0,Seeds,0.37,160,59.71
06-10-2005,R001UK,TRTA018,0,Seeds,0.48,20,9.52
06-10-2005,R003SE,SYRO011,0,Seeds,0.41,10,4.11
07-10-2005,W013NO,CHHU007,0,Seeds,0.36,110,39.44
07-10-2005,W006PL,MUAC021,21-100,Plants,646.10,1,646.10
10-10-2005,R004UK,CYRE010,0,Seeds,0.40,30,11.97
10-10-2005,R005IE,MUAC021,0,Seeds,0.50,20,9.97
10-10-2005,R004UK,CYRE010,11-20,Plants,249.41,1,249.41
10-10-2005,W010AU,LIAU017,6-10,Plants,119.79,39,4671.64
11-10-2005,W008US,SYRO011,11-20,Plants,256.64,10,2566.42
11-10-2005,W001UK,PHRO012,0,Seeds,0.42,250,105.37
11-10-2005,R001UK,RHHY001,3-5,Plants,16.20,2,32.40
11-10-2005,W013NO,RORE020,0,Seeds,0.49,60,29.48
13-10-2005,R001UK,CHEL014,0,Seeds,0.44,40,17.66
14-10-2005,W015GR,SAMI008,1-2,Plants,5.97,81,483.68
14-10-2005,R004UK,HOBE016,0,Seeds,0.46,30,13.78
14-10-2005,W007GE,SERE013,1-2,Plants,6.91,32,221.05
15-10-2005,W001UK,CHMI015,6-10,Plants,115.37,10,1153.71
17-10-2005,W002UK,SAMI008,0,Seeds,0.37,170,63.45
18-10-2005,W002UK,PHRO012,0,Seeds,0.42,360,151.74
18-10-2005,W008US,PHRO012,3-5,Plants,34.14,18,614.53
19-10-2005,W006PL,SAMI008,3-5,Plants,30.23,9,272.07
19-10-2005,W001UK,YUEL002,0,Seeds,0.25,150,36.93
19-10-2005,W013NO,LIAU017,11-20,Plants,292.45,6,1754.67
20-10-2005,W010AU,SYRO011,0,Seeds,0.41,1100,451.69
20-10-2005,W007GE,TRTA018,0,Seeds,0.48,340,161.84
21-10-2005,R001UK,CHEL014,6-10,Plants,113.01,1,113.01
21-10-2005,R005IE,MUAC021,0,Seeds,0.50,30,14.96
21-10-2005,W002UK,CYRE010,11-20,Plants,249.41,6,1496.45
25-10-2005,W003IT,CHHU007,6-10,Plants,91.79,29,2661.93
25-10-2005,W003IT,ARCA006,6-10,Plants,87.64,74,6485.55
25-10-2005,R003SE,SAMI008,0,Seeds,0.37,40,14.93
25-10-2005,R003SE,CYRE010,0,Seeds,0.40,20,7.98
25-10-2005,W007GE,MUBA009,0,Seeds,0.39,130,50.26
26-10-2005,W002UK,YUEL002,0,Seeds,0.25,570,140.35
26-10-2005,R005IE,MUAC021,1-2,Plants,7.98,1,7.98
26-10-2005,W006PL,HOBE016,1-2,Plants,7.35,5,36.76
26-10-2005,W001UK,CHEL014,21-100,Plants,572.10,4,2288.41
26-10-2005,W009PL,SAMI008,11-20,Plants,233.26,40,9330.33
27-10-2005,W002UK,ARCA006,21-100,Plants,443.69,1,443.69
27-10-2005,R005IE,PHRO012,6-10,Plants,107.90,2,215.80
27-10-2005,W010AU,RORE020,0,Seeds,0.49,650,319.34
27-10-2005,W012UK,CHMI015,0,Seeds,0.45,10,4.51
28-10-2005,R005IE,NARI005,0,Seeds,0.32,20,6.48
28-10-2005,R004UK,CYRE010,3-5,Plants,32.32,1,32.32
28-10-2005,R003SE,TRFO004,0,Seeds,0.30,30,9.09
28-10-2005,R002UK,WAFI003,0,Seeds,0.28,10,2.78
28-10-2005,R005IE,SYRO011,6-10,Plants,105.12,1,105.12
29-10-2005,R005IE,RORE020,3-5,Plants,39.79,1,39.79
29-10-2005,W005ES,SYRO011,0,Seeds,0.41,630,258.70
31-10-2005,W008US,CHHU007,6-10,Plants,91.79,9,826.12
31-10-2005,W002UK,SERE013,0,Seeds,0.43,80,34.54
01-11-2005,W014FI,NARI005,21-100,Plants,420.07,1,420.07
01-11-2005,R002UK,CHHU007,0,Seeds,0.36,10,3.59
02-11-2005,R001UK,CHEL014,3-5,Plants,35.76,2,71.51
03-11-2005,W015GR,RORE020,3-5,Plants,39.79,39,1551.99
04-11-2005,W009PL,SERE013,0,Seeds,0.43,40,17.27
04-11-2005,W001UK,LIAU017,3-5,Plants,37.90,5,189.50
07-11-2005,W008US,HOBE016,0,Seeds,0.46,1020,468.67
07-11-2005,R001UK,PHRO012,0,Seeds,0.42,10,4.21
07-11-2005,W001UK,ARCA006,11-20,Plants,213.97,2,427.94
08-11-2005,R003SE,SYRO011,0,Seeds,0.41,30,12.32
08-11-2005,R005IE,LOMA022,0,Seeds,0.51,10,5.06
08-11-2005,W006PL,CONU019,21-100,Plants,626.99,2,1253.98
08-11-2005,R005IE,LIAU017,6-10,Plants,119.79,1,119.79
09-11-2005,W007GE,CONU019,0,Seeds,0.48,440,212.87
09-11-2005,R002UK,MUBA009,0,Seeds,0.39,40,15.47
09-11-2005,W005ES,CYRE010,11-20,Plants,249.41,8,1995.26
09-11-2005,R003SE,PHRO012,21-100,Plants,546.25,1,546.25
11-11-2005,R004UK,SAMI008,21-100,Plants,483.68,1,483.68
11-11-2005,W001UK,PHRO012,3-5,Plants,34.14,7,238.98
11-11-2005,W004NL,CONU019,0,Seeds,0.48,100,48.38
12-11-2005,W006PL,PHRO012,11-20,Plants,263.43,1,263.43
12-11-2005,R005IE,CHMI015,0,Seeds,0.45,10,4.51
13-11-2005,R001UK,CONU019,0,Seeds,0.48,20,9.68
13-11-2005,R005IE,CHMI015,21-100,Plants,584.07,1,584.07
14-11-2005,R003SE,SERE013,0,Seeds,0.43,30,12.95
14-11-2005,R002UK,CYRE010,11-20,Plants,249.41,1,249.41
16-11-2005,R004UK,RORE020,0,Seeds,0.49,40,19.65
16-11-2005,R001UK,LOMA022,0,Seeds,0.51,50,25.28
16-11-2005,W003IT,NARI005,3-5,Plants,26.25,20,525.09
17-11-2005,R003SE,CYRE010,3-5,Plants,32.32,2,64.65
17-11-2005,R004UK,YUEL002,11-20,Plants,153.89,1,153.89
17-11-2005,R003SE,TRTA018,0,Seeds,0.48,10,4.76
17-11-2005,R002UK,CYRE010,0,Seeds,0.40,20,7.98
17-11-2005,R005IE,CHHU007,0,Seeds,0.36,10,3.59
18-11-2005,R003SE,MUBA009,0,Seeds,0.39,30,11.60
18-11-2005,W001UK,CHEL014,11-20,Plants,275.90,2,551.80
18-11-2005,W001UK,LIAU017,0,Seeds,0.47,10,4.68
18-11-2005,R001UK,HOBE016,11-20,Plants,287.17,1,287.17
18-11-2005,R005IE,CONU019,1-2,Plants,7.74,2,15.48
18-11-2005,W007GE,HOBE016,6-10,Plants,117.63,1,117.63
18-11-2005,W004NL,HOBE016,0,Seeds,0.46,180,82.71
21-11-2005,W008US,SYRO011,0,Seeds,0.41,370,151.93
21-11-2005,W011NL,SAMI008,3-5,Plants,30.23,30,906.91
22-11-2005,W002UK,SYRO011,21-100,Plants,532.17,1,532.17
22-11-2005,R003SE,SERE013,3-5,Plants,34.97,1,34.97
23-11-2005,W002UK,CHMI015,0,Seeds,0.45,20,9.01
23-11-2005,R001UK,ARCA006,0,Seeds,0.34,30,10.27
23-11-2005,W002UK,TRFO004,0,Seeds,0.30,60,18.19
24-11-2005,W001UK,CHEL014,0,Seeds,0.44,260,114.77
24-11-2005,W016PT,WAFI003,0,Seeds,0.28,2570,714.66
25-11-2005,R002UK,MUBA009,21-100,Plants,501.08,1,501.08
26-11-2005,R001UK,RHHY001,0,Seeds,0.20,30,6.00
28-11-2005,R002UK,CHEL014,0,Seeds,0.44,10,4.41
28-11-2005,R001UK,SERE013,0,Seeds,0.43,40,17.27
28-11-2005,R004UK,SAMI008,0,Seeds,0.37,10,3.73
28-11-2005,R004UK,PHRO012,6-10,Plants,107.90,1,107.90
29-11-2005,R005IE,CHMI015,0,Seeds,0.45,20,9.01
29-11-2005,W001UK,CHHU007,0,Seeds,0.36,200,71.71
30-11-2005,R005IE,YUEL002,0,Seeds,0.25,50,12.31
30-11-2005,R001UK,HOBE016,6-10,Plants,117.63,1,117.63
01-12-2005,W006PL,LOMA022,11-20,Plants,315.96,8,2527.71
01-12-2005,W005ES,SYRO011,0,Seeds,0.41,380,156.04
01-12-2005,R004UK,CHEL014,6-10,Plants,113.01,2,226.02
02-12-2005,W001UK,WAFI003,11-20,Plants,173.80,5,868.99
02-12-2005,W001UK,SYRO011,6-10,Plants,105.12,5,525.60
02-12-2005,W011NL,SAMI008,6-10,Plants,95.54,14,1337.60
05-12-2005,R002UK,SAMI008,0,Seeds,0.37,20,7.46
05-12-2005,R003SE,NARI005,0,Seeds,0.32,50,16.21
05-12-2005,R005IE,SYRO011,0,Seeds,0.41,50,20.53
05-12-2005,W008US,MUBA009,0,Seeds,0.39,350,135.32
05-12-2005,W006PL,CONU019,0,Seeds,0.48,50,24.19
06-12-2005,W012UK,SERE013,11-20,Plants,269.83,7,1888.82
06-12-2005,R002UK,ARCA006,0,Seeds,0.34,30,10.27
06-12-2005,R001UK,CHHU007,0,Seeds,0.36,10,3.59
06-12-2005,W013NO,HOBE016,21-100,Plants,595.49,5,2977.43
07-12-2005,W009PL,MUAC021,6-10,Plants,127.62,12,1531.50
07-12-2005,R002UK,NARI005,3-5,Plants,26.25,1,26.25
08-12-2005,W003IT,CYRE010,1-2,Plants,6.38,140,893.88
08-12-2005,R002UK,MUAC021,3-5,Plants,40.38,2,80.76
08-12-2005,W007GE,HOBE016,21-100,Plants,595.49,5,2977.43
08-12-2005,R002UK,LIAU017,6-10,Plants,119.79,2,239.57
09-12-2005,W008US,HOBE016,6-10,Plants,117.63,5,588.13
09-12-2005,W013NO,SYRO011,21-100,Plants,532.17,1,532.17
09-12-2005,W010AU,RORE020,1-2,Plants,7.86,230,1807.95
13-12-2005,W001UK,CONU019,0,Seeds,0.48,290,140.30
13-12-2005,W002UK,MUAC021,11-20,Plants,311.58,4,1246.34
14-12-2005,R003SE,MUBA009,0,Seeds,0.39,40,15.47
15-12-2005,W011NL,RORE020,0,Seeds,0.49,80,39.30
15-12-2005,R001UK,PHRO012,0,Seeds,0.42,10,4.21
16-12-2005,R005IE,WAFI003,21-100,Plants,360.39,1,360.39
16-12-2005,R002UK,CHHU007,0,Seeds,0.36,30,10.76
16-12-2005,R005IE,ARCA006,0,Seeds,0.34,10,3.42
17-12-2005,W001UK,SYRO011,21-100,Plants,532.17,6,3193.04
19-12-2005,W009PL,HOBE016,0,Seeds,0.46,130,59.73
19-12-2005,W007GE,LIAU017,0,Seeds,0.47,280,131.02
19-12-2005,W013NO,SYRO011,0,Seeds,0.41,70,28.74
19-12-2005,W001UK,TRTA018,0,Seeds,0.48,60,28.56
20-12-2005,R003SE,CHMI015,21-100,Plants,584.07,1,584.07
20-12-2005,W002UK,TRTA018,21-100,Plants,616.90,3,1850.71
20-12-2005,R003SE,MUAC021,21-100,Plants,646.10,1,646.10
20-12-2005,R005IE,PHRO012,3-5,Plants,34.14,2,68.28
21-12-2005,R001UK,SAMI008,21-100,Plants,483.68,1,483.68
21-12-2005,W002UK,NARI005,6-10,Plants,82.98,5,414.89
21-12-2005,R005IE,RHHY001,0,Seeds,0.20,10,2.00
21-12-2005,W002UK,NARI005,0,Seeds,0.32,130,42.14
21-12-2005,W006PL,CONU019,0,Seeds,0.48,80,38.70
21-12-2005,R001UK,TRTA018,0,Seeds,0.48,30,14.28
21-12-2005,W005ES,MUAC021,0,Seeds,0.50,580,289.15
22-12-2005,R003SE,SERE013,3-5,Plants,34.97,2,69.94
23-12-2005,W005ES,TRTA018,1-2,Plants,7.62,21,159.94
23-12-2005,W010AU,YUEL002,21-100,Plants,319.11,21,6701.37
26-12-2005,R001UK,CHEL014,1-2,Plants,7.06,1,7.06
26-12-2005,W007GE,YUEL002,3-5,Plants,19.94,17,339.06
27-12-2005,R005IE,CHHU007,0,Seeds,0.36,40,14.34
28-12-2005,W010AU,CYRE010,0,Seeds,0.40,530,211.50
28-12-2005,R002UK,TRFO004,21-100,Plants,392.87,1,392.87
28-12-2005,R001UK,CHHU007,6-10,Plants,91.79,1,91.79
29-12-2005,W014FI,ARCA006,0,Seeds,0.34,20,6.85
30-12-2005,R003SE,NARI005,3-5,Plants,26.25,2,52.51
30-12-2005,W014FI,NARI005,21-100,Plants,420.07,1,420.07
01-01-2006,W012UK,MUBA009,0,Seeds,0.39,20,7.73
02-01-2006,R004UK,TRTA018,11-20,Plants,297.50,1,297.50
02-01-2006,W010AU,HOBE016,0,Seeds,0.46,1190,546.78
02-01-2006,R001UK,CHHU007,0,Seeds,0.36,20,7.17
03-01-2006,W003IT,YUEL002,21-100,Plants,319.11,20,6382.25
04-01-2006,R004UK,YUEL002,3-5,Plants,19.94,2,39.89
04-01-2006,W007GE,ARCA006,0,Seeds,0.34,400,136.94
04-01-2006,W008US,MUBA009,11-20,Plants,241.65,24,5799.55
05-01-2006,W001UK,HOBE016,1-2,Plants,7.35,11,80.87
05-01-2006,R002UK,PHRO012,11-20,Plants,263.43,1,263.43
05-01-2006,R002UK,CONU019,21-100,Plants,626.99,1,626.99
06-01-2006,W010AU,CONU019,3-5,Plants,39.19,22,862.11
09-01-2006,W006PL,PHRO012,1-2,Plants,6.74,3,20.23
09-01-2006,W003IT,YUEL002,11-20,Plants,153.89,4,615.57
09-01-2006,R002UK,HOBE016,0,Seeds,0.46,10,4.59
11-01-2006,W007GE,ARCA006,0,Seeds,0.34,10,3.42
11-01-2006,W004NL,CYRE010,0,Seeds,0.40,430,171.59
11-01-2006,W011NL,RHHY001,3-5,Plants,16.20,55,891.00
11-01-2006,W001UK,SAMI008,11-20,Plants,233.26,1,233.26
12-01-2006,W001UK,CHHU007,0,Seeds,0.36,430,154.18
12-01-2006,W005ES,HOBE016,6-10,Plants,117.63,20,2352.53
16-01-2006,R005IE,NARI005,21-100,Plants,420.07,1,420.07
16-01-2006,W014FI,CHMI015,3-5,Plants,36.50,9,328.54
16-01-2006,W006PL,CYRE010,11-20,Plants,249.41,1,249.41
16-01-2006,W006PL,TRTA018,0,Seeds,0.48,60,28.56
16-01-2006,W004NL,CHHU007,0,Seeds,0.36,200,71.71
16-01-2006,W008US,NARI005,0,Seeds,0.32,350,113.45
16-01-2006,W001UK,YUEL002,3-5,Plants,19.94,3,59.83
17-01-2006,W010AU,SYRO011,0,Seeds,0.41,670,275.12
18-01-2006,R001UK,MUAC021,11-20,Plants,311.58,1,311.58
18-01-2006,W005ES,CHEL014,0,Seeds,0.44,190,83.87
18-01-2006,W006PL,CHMI015,0,Seeds,0.45,130,58.59
19-01-2006,R003SE,RORE020,21-100,Plants,636.71,1,636.71
19-01-2006,W014FI,CHEL014,0,Seeds,0.44,320,141.26
19-01-2006,W002UK,HOBE016,0,Seeds,0.46,50,22.97
19-01-2006,R001UK,SERE013,11-20,Plants,269.83,1,269.83
19-01-2006,W003IT,SAMI008,0,Seeds,0.37,2140,798.68
21-01-2006,W001UK,RHHY001,0,Seeds,0.20,140,28.00
21-01-2006,W004NL,RHHY001,21-100,Plants,259.20,1,259.20
23-01-2006,W004NL,NARI005,0,Seeds,0.32,160,51.86
23-01-2006,W003IT,TRFO004,1-2,Plants,4.85,172,834.25
23-01-2006,W002UK,CHMI015,3-5,Plants,36.50,5,182.52
23-01-2006,W006PL,SAMI008,0,Seeds,0.37,170,63.45
24-01-2006,R002UK,MUAC021,0,Seeds,0.50,10,4.99
25-01-2006,R002UK,SYRO011,3-5,Plants,33.26,1,33.26
25-01-2006,R003SE,YUEL002,3-5,Plants,19.94,1,19.94
25-01-2006,W009PL,RORE020,0,Seeds,0.49,70,34.39
25-01-2006,W010AU,CHEL014,21-100,Plants,572.10,9,5148.92
26-01-2006,W004NL,WAFI003,0,Seeds,0.28,30,8.34
26-01-2006,W006PL,CHMI015,0,Seeds,0.45,290,130.69
26-01-2006,R001UK,CHEL014,6-10,Plants,113.01,1,113.01
26-01-2006,W010AU,PHRO012,0,Seeds,0.42,520,219.17
26-01-2006,W008US,WAFI003,3-5,Plants,22.52,56,1261.36
27-01-2006,W011NL,SYRO011,6-10,Plants,105.12,2,210.24
27-01-2006,R004UK,SYRO011,21-100,Plants,532.17,1,532.17
27-01-2006,W006PL,PHRO012,0,Seeds,0.42,220,92.73
30-01-2006,R001UK,PHRO012,0,Seeds,0.42,10,4.21
30-01-2006,W005ES,TRFO004,21-100,Plants,392.87,7,2750.12
30-01-2006,R005IE,LIAU017,11-20,Plants,292.45,1,292.45
31-01-2006,R003SE,NARI005,0,Seeds,0.32,20,6.48
31-01-2006,R001UK,SYRO011,11-20,Plants,256.64,1,256.64
31-01-2006,R002UK,SYRO011,0,Seeds,0.41,10,4.11
31-01-2006,W011NL,SERE013,0,Seeds,0.43,1140,492.17
31-01-2006,R003SE,YUEL002,21-100,Plants,319.11,1,319.11
01-02-2006,R003SE,CYRE010,21-100,Plants,517.17,1,517.17
01-02-2006,W005ES,CONU019,21-100,Plants,626.99,19,11912.82
02-02-2006,R001UK,MUAC021,11-20,Plants,311.58,1,311.58
02-02-2006,W001UK,MUAC021,6-10,Plants,127.62,4,510.50
02-02-2006,W002UK,TRTA018,1-2,Plants,7.62,29,220.87
02-02-2006,R002UK,YUEL002,0,Seeds,0.25,10,2.46
06-02-2006,W009PL,MUAC021,0,Seeds,0.50,360,179.47
06-02-2006,R001UK,CHEL014,3-5,Plants,35.76,1,35.76
07-02-2006,W011NL,CHHU007,11-20,Plants,224.10,24,5378.37
07-02-2006,R003SE,SERE013,11-20,Plants,269.83,1,269.83
08-02-2006,W003IT,CONU019,6-10,Plants,123.85,8,990.80
08-02-2006,R004UK,CONU019,0,Seeds,0.48,10,4.84
08-02-2006,R002UK,YUEL002,0,Seeds,0.25,40,9.85
09-02-2006,W012UK,SYRO011,0,Seeds,0.41,80,32.85
09-02-2006,W001UK,MUAC021,1-2,Plants,7.98,20,159.53
10-02-2006,W006PL,NARI005,1-2,Plants,5.19,13,67.42
10-02-2006,W003IT,LOMA022,3-5,Plants,40.95,10,409.49
11-02-2006,R004UK,SERE013,0,Seeds,0.43,10,4.32
13-02-2006,W002UK,MUBA009,11-20,Plants,241.65,1,241.65
14-02-2006,R001UK,CHMI015,0,Seeds,0.45,10,4.51
14-02-2006,R005IE,CYRE010,0,Seeds,0.40,10,3.99
14-02-2006,R005IE,CONU019,0,Seeds,0.48,30,14.51
15-02-2006,R002UK,PHRO012,0,Seeds,0.42,10,4.21
15-02-2006,W002UK,HOBE016,21-100,Plants,595.49,1,595.49
15-02-2006,W004NL,YUEL002,1-2,Plants,3.94,17,66.97
16-02-2006,R003SE,HOBE016,1-2,Plants,7.35,2,14.70
16-02-2006,W009PL,CONU019,11-20,Plants,302.37,39,11792.36
16-02-2006,W001UK,PHRO012,11-20,Plants,263.43,3,790.29
17-02-2006,W007GE,YUEL002,6-10,Plants,63.03,1,63.03
17-02-2006,W001UK,CHHU007,0,Seeds,0.36,260,93.23
20-02-2006,W008US,CHHU007,6-10,Plants,91.79,15,1376.86
20-02-2006,R001UK,RORE020,0,Seeds,0.49,20,9.83
